No.,x,y,z,scale_x,scale_y,scale_z,rot_x,rot_y,rot_z,rot_w,color_r,color_g,color_b,opacity,depth
163,-1.1365,-0.579716,-0.964483,0.00406579,0.00150031,2.8777e-05,0.271463,0.857332,0.100128,0.431335,0.887782,0.795907,0.665369,0.0554506,0.814406
164,0.95327,2.31289,0.213096,0.0163719,0.0187489,0.00249928,0.0576591,0.49232,0.109715,0.975919,0,1.06302,0.794071,0.0223479,0.81464
165,-1.17557,-3.9342,0.74098,0.00492847,0.0121679,0.000474173,0.000138133,-0.353947,0.296238,0.951452,0.356451,1.01788,1.04853,0.206906,0.825337
166,-0.863313,0.199097,-0.884851,0.00927393,0.000664003,0.000331704,0.414626,-0.182034,0.965519,-0.249148,0.56501,0.718283,0.686958,0.117302,0.825485
167,-0.131445,-39.9906,-74.0839,0.109523,0.00455711,0.000891445,0.871873,-0.421703,-0.230619,0.0939046,8.53601,2.58119e-42,8.53627,0.154291,0.827366
168,1.81741,-0.903082,0.55065,0.00108588,0.00907212,0.000978174,-0.0216834,-0.0315351,-0.0216093,0.921418,0.617265,2.31605,2.57278e-42,0.0450367,0.8307
169,1.74678,-0.94296,-0.829029,0.099645,0.0587719,0.0342235,0.149881,0.0620197,0.991962,-0.0368808,5.16014,2.56017e-42,5.1602,0.0207158,0.834111
170,-58.8164,-5.08677,-27.3728,0.0190582,0.0244254,0.114199,0.890066,-0.277265,-0.0590301,-0.356964,0.281183,0.311071,0.186267,0.00390998,0.841777
171,0.639364,0.693851,-0.140789,0.000795919,9.4818e-05,0.00382152,-0.0737004,0.3326,-0.0165897,0.950726,1.40967,1.44118,1.43789,0.0253176,0.841846
172,0.899279,1.78649,1.62835,0.000781102,0.00303788,0.040467,-0.358499,0.716526,0.459905,0.795012,0.831812,1.01613,0,0.0530319,0.852778
173,-1.34865,-2.26688,-0.253416,0.030339,0.00712957,0.00200124,-0.59469,0.920007,0.152044,-0.17771,0,1.23525,1.34617,0.0521513,0.857374
174,-0.381346,1.00012,1.79699,0.0012794,0.0150856,0.0562023,0.222712,0.0257069,0.241874,0.992213,0.216305,0.333536,0.50247,0.0614382,0.866428
175,-0.425897,0.276356,-3.03948,0.178441,0.0682497,0.00171722,-0.269228,0.00747888,0.951525,0.117725,0.567797,0.470834,0.12447,0.0160097,0.880074
176,-4.20332,45.224,-37.4703,0.00749137,0.0792747,0.0134967,0.321776,-0.0453695,0.894815,0.0158084,0.781162,2.54756e-42,5.68834,0.0328687,0.881746
177,10.6491,0.958694,9.4946,0.32266,0.0227098,0.0738677,-0.350475,-0.0233401,-0.336858,0.769102,0.318335,0.212644,0,0.267751,0.888498
178,-25.5146,-44.075,-12.9311,0.116565,0.186868,0.179045,0.872947,0.380857,0.0882013,0.291775,0.218295,2.60081e-42,0,0.0707696,0.888529
179,-22.3668,0.518355,-7.87605,0.019328,0.0163676,0.0975467,0.185553,-0.0465907,0.875224,-0.0493829,2.21147,2.82114,0.580612,0.00947029,0.898607
180,-34.0249,-72.8609,5.20133,0.0554092,0.00330252,0.0226813,-0.199035,0.07367,0.896023,-0.0160444,6.18005,2.60081e-42,0,0.0981133,0.906271
181,1.86713,-0.151973,1.53379,0.00100743,0.0156354,0.00148504,0.0944169,-0.558939,0.956925,-0.190644,0,0,0,0.0959591,0.908913
182,-1.30088,-2.23678,-0.664241,0.0128671,0.00168871,0.0239904,-0.0523087,0.0317314,0.6682,0.0524501,0.437704,0.0592591,0,0.0496949,0.943643
183,-1.30145,-0.0338886,0.644753,0.00921493,0.0177849,8.34082e-05,-0.067164,-0.147651,0.00949659,0.90696,0.754115,0.393631,0.367967,0.0478439,0.96611
184,-3.31372,0.250594,-1.68044,0.00429813,0.0071157,0.0149696,0.977535,-0.122232,-0.171049,-0.0150692,0,0,0,0.00917347,0.968804
185,0.076294,1.48842,-6.29206,0.0113447,0.00019927,0.00229858,0.94183,-0.199966,-0.265195,-0.0513849,0.80624,0.699896,0.811496,0.270257,0.973461
186,-61.711,2.50217,-0.45493,0.000136714,0.274588,0.0855748,0.969288,-0.0168399,-0.243496,0.0301001,0.94748,0.612552,0.600068,0.409655,0.974845
187,0.370338,0.73253,-0.867815,0.0289327,0.00413835,0.00587197,-0.139657,0.10905,0.721186,0.63755,0.224496,0.191216,0.161766,0.132655,0.986599
188,-0.510087,-1.12811,-2.54051,0.00459048,0.00108345,0.00389758,0.941561,-0.0972305,-0.322291,-0.0117691,0.901624,0.718985,0.300153,0.241126,1.00193
189,0.176733,0.941246,-0.236884,0.00417741,9.57949e-05,0.0031707,0.944632,0.0479654,0.302021,0.118964,0.58494,1.39539,1.03914,0.119932,1.00223
190,-0.340813,0.953651,2.07249,0.0444956,0.00872237,0.0159182,-0.0249242,0.891376,0.233388,-0.312898,1.00747,1.06256,0.973065,0.0257192,1.00639
191,-9.66104,-0.913913,-8.28539,0.0435119,0.0185353,3.19183e-05,0.146934,0.986942,-0.0276655,-0.157345,2.56017e-42,4.38755,2.56017e-42,0.128762,1.00718
192,1.84721,-0.398784,1.32524,0.00364607,0.0377012,0.00936682,-0.131168,0.995714,0.0656224,-0.0618861,0.780334,1.04498,0.765006,0.349207,1.02288
193,-2.90113,0.195892,-1.95923,0.000460022,0.0198081,0.00207394,-0.089572,0.674115,-0.458062,-0.39686,0.478596,0.318388,0.247099,0.40383,1.02546
194,4.24308,-0.534805,3.11693,0.0140361,0.00235004,0.00697536,-0.0434179,0.970517,-0.0807323,0.0708004,1.78041,1.88201,1.98965,0.122086,1.03409
195,0.0360486,1.33015,1.90675,0.00240781,0.0197797,0.00215145,0.113288,0.0719072,0.923465,0.0554853,0.69297,0.76259,1.18181,0.673421,1.03999
196,0.0721263,0.90872,-6.33736,0.00217282,0.00623028,0.0589436,0.978893,0.193153,-0.0644177,0.0176015,0.70009,0.614547,1.38734,0.359578,1.04806
197,-0.0597055,0.469748,-3.00343,0.0637048,0.00202607,0.0297802,0.940377,-0.0872287,-0.328756,0.00145027,1.06536,2.53075e-42,1.06583,0.0412751,1.05233
198,-2.86418,0.146495,-1.95618,0.00339903,0.00513437,9.85e-05,-0.231916,0.132927,0.300608,0.956886,0,0,0,0.0212634,1.0525
199,1.03316,3.54781,1.34167,0.00617937,0.228724,0.0611796,0.277354,-0.183849,0.139646,0.949108,0.726155,0.628481,1.15032,0.138444,1.06121
200,0.768456,-0.558593,1.23033,0.00265696,0.0048538,1.88854e-05,0.159495,-0.269922,0.278967,0.880055,0,0,0.121857,0.0714598,1.06266
201,0.895881,-0.315217,1.27175,0.000383371,0.0174788,0.00138737,0.137474,0.922467,-0.380798,0.0494985,0.751629,0.739302,0.684377,0.0641499,1.0901
202,0.708374,0.0235212,-1.92867,0.00178657,0.00662925,0.0183088,0.0347069,0.915607,-0.0231674,-0.0268319,1.18929,1.17627,0.580081,0.475922,1.09126
203,0.0953105,-0.165404,-1.70726,0.010856,8.23937e-05,0.00329862,0.958401,-0.281659,0.0317467,0.033591,0.974027,0.881976,0.771111,0.086058,1.09201
204,0.648448,-1.72396,-2.5311,0.00735305,0.00625785,0.0127039,0.267076,-0.23137,0.143089,0.953904,0.705743,0.750535,0.37012,0.0687709,1.10304
205,-2.92511,0.566247,-2.07626,0.00233627,0.0105226,0.00377105,0.0318992,-0.191557,0.0630366,0.968494,0.409935,0.428588,0.413125,0.0480389,1.11296
206,0.134898,2.7403,2.49561,0.000180277,0.0543794,0.000122294,-0.0623717,0.886535,-0.114922,-0.43015,1.17104,1.14499,0.304819,0.0711554,1.12402
207,-3.58475,0.858594,-0.281115,0.0135053,0.0192469,0.00306345,0.205289,0.10246,-0.150214,0.635542,2.46488e-42,0.112223,0.0995874,0.0633685,1.12775
208,-1.39862,-0.508753,-1.10834,0.0179856,0.00418764,0.00116624,-0.09572,-0.297628,-0.159408,0.88924,0.454648,0.660495,0.51053,0.185202,1.13897
209,-1.09364,0.372619,-1.2405,0.0450886,0.157563,0.00299885,-0.037636,0.695956,0.195137,-0.287159,1.57795,1.64125,0.99341,0.162847,1.14264
210,-1.32297,1.29628,-0.400626,0.0228818,0.0002316,0.113756,-0.206107,0.933072,0.21039,0.263943,0.100133,0.390262,0.580149,0.0168341,1.14874
211,-2.9246,-0.0186062,-1.38807,0.00350056,0.00928704,0.0116621,-0.0717917,-0.0734699,0.0105656,0.943522,0.566823,0.612199,0.683135,0.0490102,1.16073
212,0.789805,1.76352,-0.722257,8.80559e-05,0.0029928,0.000763256,0.970411,0.0953932,0.0836509,-0.205438,0.2269,0.615249,0.54023,0.052037,1.1653
213,-1.96192,-4.055,0.686746,0.0345268,0.0932055,0.00234173,-0.0227043,0.307354,0.91032,0.0745205,0.737502,1.21937,1.25406,0.183286,1.1686
214,0.528355,0.634245,-0.124266,0.000221886,0.0091627,0.00721646,0.270744,-0.333991,-0.127106,0.882783,0.450769,0.346354,0.439797,0.0888871,1.17278
215,-12.2884,-2.66666,3.45111,0.35349,0.0261679,0.00108812,-0.301626,0.367014,0.973486,0.221606,0.921445,0.977548,1.1601,0.127434,1.17497
216,46.4502,-40.4208,-68.4832,0.000299365,0.0336111,0.000280347,-0.152195,0.380916,0.195247,0.642729,2.60081e-42,6.12038,2.60081e-42,0.0304685,1.19155
217,-1.89255,-0.598484,0.687554,0.00749633,0.0041603,0.000606313,-0.0853332,-0.000951802,0.99372,-0.0232481,0.971262,1.11278,1.13628,0.0401806,1.2059
218,-2.35389,0.967292,1.73222,0.0314272,0.00317424,0.000499442,0.975586,-0.00683723,-0.219277,-0.010176,0.8967,0.871276,0.854169,0.0277525,1.20755
219,1.5934,-0.359668,0.829257,0.00329527,0.0115253,0.000247154,-0.0208635,0.000162889,0.17171,0.850185,0.4657,0.638675,0.545763,0.550915,1.21204
220,1.90728,1.89349,0.873143,0.0183961,0.00131125,0.000126267,-0.0926799,0.00895275,0.88971,-0.00406566,0.287749,1.18733,1.32799,0.0809233,1.21367
221,-72.9947,74.3907,-48.7538,0.0113411,0.0170856,0.284377,-0.127719,-0.104463,0.855819,-0.462513,0.910795,2.56157e-42,0.910852,0.0807479,1.21417
222,-0.565433,-2.16025,-0.0617593,0.000536454,0.00216579,0.0058427,-0.584331,0.143812,0.305298,0.958442,0,1.13611,1.19342,0.382232,1.22
223,-3.17396,-1.7361,-0.259908,0.0115625,0.076502,0.0363723,0.959514,0.0577678,-0.257937,-0.0972802,4.99074,0.367719,0.4837,0.0589438,1.23645
224,-28.3872,-4.20184,-19.4175,0.0564819,0.100888,0.0564628,-0.259829,0.982083,-0.106956,-0.134323,2.54616e-42,4.64411,2.54616e-42,0.0805083,1.23675
225,0.408387,-1.65611,-2.18641,0.00128979,0.00468581,0.00358751,0.210681,0.979567,-0.106408,0.068919,0.324583,0.279749,0.566762,0.0575161,1.23799
226,0.849725,0.178718,-0.944681,0.00146633,0.00858963,0.000452639,0.945848,0.312413,-0.0862724,0.0180845,0,0,0.0955622,0.959308,1.2389
227,-39.3119,-51.0247,-34.6287,0.00300866,0.00255206,0.154925,-0.0704344,0.0518545,0.767527,-0.263036,0.984646,2.61482e-42,0.984904,0.421719,1.2398
228,0.949965,-0.793502,0.575736,0.0145649,0.00425329,0.00130403,0.962602,0.135821,-0.130018,-0.195054,0.803912,0.768217,0.63023,0.0941868,1.24528
229,-6.46254,-1.73105,-4.34781,0.07975,0.0393587,0.000414442,-0.417626,0.556895,-0.137504,0.0641302,1.34257,1.45624,1.19729,0.174771,1.24812
230,-1.4996,-0.413718,0.194266,0.00486145,0.0102569,0.00319078,0.152271,-0.0708677,0.89315,-0.209966,0.69719,0.073681,0,0.022746,1.26815
231,-0.439514,0.253612,0.704639,0.00365199,0.00942421,0.000658912,0.877791,0.129839,-0.29751,-0.352296,0.263385,0.303362,0.313171,0.105364,1.27075
232,0.878368,-0.424788,1.21409,0.00305515,0.0169436,0.00710798,-0.38337,-0.135608,0.822857,-0.508235,0,0.197203,0.076479,0.0566113,1.27696
233,-0.458057,-0.481469,-0.312478,0.0123879,0.00348863,2.6537e-05,0.921501,0.0743832,-0.381073,0.00929513,0.308995,0.395438,0.28647,0.0231346,1.28052
234,-0.352255,1.46677,1.10997,0.0317219,0.00746533,0.000480271,0.889066,0.00534168,0.456625,-0.0320503,0.739837,0.981867,0.542167,0.499375,1.28137
235,0.224886,-0.0905185,0.695833,0.00822725,0.0451454,0.00159586,0.133508,0.178253,0.988417,-0.0953072,0.53272,0.490406,0.518917,0.0879068,1.29783
236,0.844949,0.606295,-0.323075,0.00106726,0.000265055,0.0920651,-0.11175,0.890526,-0.0903948,0.238666,0.282369,0,0.367934,0.126526,1.30969
237,-87.0679,13.383,-29.5714,0.000490825,0.0121343,0.070252,0.060207,0.936825,-0.33674,0.00374136,2.61342e-42,7.57269,2.61342e-42,0.265653,1.30995
238,-2.82976,0.569964,-1.01966,0.0024924,0.00459872,0.0124417,-0.242076,0.983389,-0.0878684,0.155214,0.293393,0.293676,0.357629,0.18957,1.31266
239,7.33,21.8876,-34.3273,0.423491,0.0198673,0.0429323,0.475549,0.533661,-0.290515,0.63613,0.291134,2.54616e-42,4.74557,0.0491005,1.33718
240,0.709053,0.374855,-1.63451,0.00764594,0.00310057,0.0294753,0.05352,0.123281,-0.443743,0.998818,0.573604,0.54675,0.171996,0.0522834,1.33823
241,-1.61628,-1.42286,0.587009,8.44307e-05,0.057303,0.00255901,0.150827,0.958537,0.14119,-0.239727,0.568595,0.134933,0.0969619,0.060065,1.36542
242,22.0283,-29.1066,-68.04,0.00688799,0.00162795,0.18092,0.173284,0.330119,0.938886,-0.315053,0.741591,2.60081e-42,0.748084,0.645095,1.36665
243,-0.385262,0.243986,2.39316,0.0121111,0.0363972,0.0014425,0.0288107,0.0402967,0.941206,0.162816,0.609651,0.632055,0.601289,0.0348898,1.36774
244,-0.431866,-1.46008,0.15935,0.00283043,0.0152781,0.00193482,0.0466756,0.952971,0.134175,-0.100538,0.842039,0,0,0.55798,1.3683
245,-0.281249,0.374764,-0.727925,0.00919731,0.00458124,0.00497835,0.48988,-0.0689029,-0.164348,0.984577,0.430289,0.362878,0.261085,0.0241499,1.38435
246,-1.26271,0.741533,0.000568485,0.0104989,0.00173912,0.0670231,0.975886,0.089425,0.00590148,-0.199035,0,0,0.0229354,0.00663346,1.38486
247,0.558104,-0.635769,0.366509,0.00609812,0.0157439,0.000743439,-0.334721,0.500154,0.999201,-0.0388364,0.261371,0.487769,0.338625,0.0964155,1.38603
248,0.577379,-0.447757,-2.7723,0.0387052,0.00069958,0.00574174,0.967764,0.0147375,-0.189691,0.165023,0.791583,2.55877e-42,0.791744,0.0222048,1.3947
249,0.941428,-0.330945,0.201926,0.000230084,0.00225417,0.0245419,-0.0771076,-0.324785,0.116732,0.973892,0.0820933,0,0,0.065845,1.40352
250,0.369821,0.688857,-1.93844,0.00651483,0.00317173,0.0107512,-0.322639,0.491656,0.110182,0.907328,0.142927,0.14891,0.555399,0.0525428,1.41338
251,-1.57978,3.09364,0.253694,0.0164352,0.00377393,0.0092725,0.0880263,0.987253,-0.0481836,-0.151528,2.61763e-42,1.40064,1.29534,0.0638211,1.41443
252,-0.813341,0.629006,1.04931,0.0181232,0.000710439,0.00565622,0.0293842,-0.263007,0.0357441,0.792747,0.599334,0.555679,0.6103,0.0494671,1.41552
253,1.8928,0.884882,1.04221,0.0138231,0.0213584,0.00665804,0.00979059,0.986778,-0.104824,-0.0519877,1.27752,0.548481,0.611867,0.0307681,1.43148
254,-2.89468,1.75686,-0.348353,0.0251315,0.000747168,0.00792062,-0.222331,-0.103325,0.630275,-0.426632,0.619412,0.539318,0.518263,0.122956,1.43627
255,0.886261,1.11264,1.27158,0.000846855,0.000458372,0.000118528,0.897581,-0.0270698,-0.430278,0.0920646,0.786819,0.93381,0.799191,0.207434,1.43632
256,-0.0306157,0.568959,-2.10027,0.0147637,0.00214514,0.0083644,0.142848,-0.25186,0.57847,0.880418,2.55036e-42,6.11344,2.55036e-42,0.0356486,1.44019
257,-1.28568,-0.775843,-1.05149,0.00614556,0.0025694,0.0101477,-0.0401858,0.199456,0.00871438,0.749434,0.556633,0.546976,0.544383,0.0943296,1.44164
258,1.59047,0.537445,-1.59116,0.00615685,0.000525469,0.0127859,-0.0258846,-0.0424406,0.963615,-0.254735,4.42041,2.55877e-42,4.42042,0.037612,1.44275
259,0.754184,-0.646782,0.107057,0.000451037,0.0103854,0.00251028,0.633224,-0.213139,0.634804,-0.388103,1.06251,1.00834,0.295927,0.0165504,1.44323
260,-2.64566,0.222673,-1.86915,0.00336229,0.0268394,0.000530304,0.111643,0.838113,0.304082,-0.405531,0,0,0,0.0172522,1.44411
261,0.0782268,1.18205,2.79895,0.00657477,0.00208245,0.00165831,-0.295303,-0.131077,0.94378,0.27947,1.09574,0.962246,0.830956,0.0217985,1.44442
262,-4.06609,0.807631,-0.733079,0.00523403,0.00330391,0.00985309,0.225875,0.968335,-0.0519649,-0.24417,0.416038,0.481224,0.622241,0.010363,1.44466
263,-3.98015,16.2212,7.61173,0.0465261,0.169129,0.00539543,-0.0517936,0.00840154,0.491685,-0.0407861,0.852499,0.376365,1.29147,0.178193,1.44717
264,-0.450834,-1.09502,-0.303144,0.00869174,3.3982e-05,0.00770607,0.319203,0.978992,-0.171509,-0.100763,1.04283,0.767534,0.573645,0.13156,1.44731
265,0.453414,0.864948,0.400249,0.00325136,0.00344715,0.00839285,-0.0329552,0.541687,-0.0277603,0.814529,1.09994,1.19428,1.09605,0.0436977,1.44783
266,-0.363101,-0.348987,-0.181178,0.0012978,0.000272167,0.043947,-0.68171,0.885356,0.102941,0.282283,0.752642,0.881044,0.990253,0.0771186,1.44888
267,0.699808,-0.0152263,0.280032,0.000273696,0.0094529,0.00204066,-0.0208043,-0.0790491,-0.0222213,0.947352,0.155456,0.157351,0.35596,0.0993099,1.44901
268,8.7301,0.465394,0.924111,0.140643,0.0319451,0.00227881,-0.781608,0.940135,-0.326859,0.0732712,0.207859,0.653477,0.646656,0.0373343,1.4491
269,1.78757,1.61529,-0.677509,0.00254596,0.00611855,0.0321922,0.894481,0.0495762,-0.22156,0.385173,0.327815,0,0.122792,0.011103,1.44937
270,0.98164,3.90873,-0.351993,0.0437738,0.00155034,0.0283096,0.113622,-0.0309688,-0.136026,0.729496,0.936568,1.11935,0.171164,0.0775265,1.44954
271,2.17839,0.303112,0.936061,0.00040916,0.0252974,0.000375911,-0.253043,0.910736,-0.0262283,0.410772,0.19502,1.2008,1.1016,0.153982,1.45188
272,5.0152,-3.71881,12.6574,0.0622577,0.0174156,0.00696981,0.0359239,-0.0287981,0.918483,0.286799,0.977022,1.03608,0.69821,0.0944455,1.45213
273,12.7659,0.543197,5.26768,0.110868,0.00113301,0.10141,-0.194033,0.969883,-0.133647,-0.198863,2.55737e-42,5.12637,2.55737e-42,0.0965642,1.4535
274,-0.622719,1.37494,1.34085,0.00120482,0.014257,0.00444154,-0.124631,-0.217826,0.901475,0.41647,0.769689,0.524939,6.2874,0.0338012,1.4538
275,-0.0985208,-0.23459,-0.907068,0.0117167,8.18822e-05,0.0327079,-0.248009,0.209261,0.981804,-0.0788994,1.07891,0.952992,0,0.849932,1.45742
276,-2.66743,3.31257,0.194877,0.0159176,0.0275992,0.00502041,-0.256644,-0.279874,-0.13376,0.945307,2.54476e-42,1.41443,1.37914,0.0434352,1.4599
277,-59.1356,-10.7162,-3.76468,0.0441198,0.060336,0.0183998,0.361347,0.20664,0.540124,0.731433,1.15385,2.60782e-42,1.1545,0.921958,1.4611
278,-0.800746,-1.01064,-2.66903,0.00616064,0.00387986,0.00125083,0.143237,-0.0354483,0.835299,-0.0203544,0.992112,1.08082,0.762952,0.0458469,1.46148
279,-3.69138,0.825619,-0.0135974,0.00578124,0.0011074,0.00851705,0.0777694,0.967038,-0.0348021,0.251991,0.839981,0.656156,0.491851,0.0532701,1.4663
280,-0.926042,0.154441,0.43607,0.00351442,0.0100471,0.000359581,0.90725,0.330602,0.143851,-0.216581,0,0.11494,0.0247193,0.9998,1.46703
281,-0.717044,0.94572,0.56401,0.0244431,0.00782576,0.000382563,0.513862,-0.0782955,0.853741,0.126787,0.801384,1.16745,0.945935,0.094397,1.46798
282,0.682939,0.629776,-7.50446,0.000639218,0.00563086,0.0817972,0.382513,0.965008,-0.0531152,0.255751,0.874577,0.711647,1.2987,0.0452043,1.4708
283,-0.250569,0.460309,-3.07701,0.00590665,0.000614319,0.0291342,0.875434,-0.0777372,0.1133,-0.463396,0.600971,0.536534,0.143966,0.00399469,1.47104
284,0.331218,0.462633,-0.0702297,0.0117926,0.00911926,0.00619443,0.0388455,0.927434,-0.339536,0.0316331,0,0,0,0.21805,1.47224
285,-3.77012,0.784329,-0.424288,0.00125799,0.00468899,0.000185081,0.112592,0.843037,-0.41407,0.316186,0.709795,0.818817,1.02314,0.00392044,1.473
286,0.345846,0.544745,-0.67087,0.000204354,0.00307645,0.0024506,0.494651,0.211602,0.973878,-0.059309,0,0,0,0.0942239,1.47682
287,-0.79949,-0.270086,-0.517421,0.00447011,0.0195633,0.000435146,-0.90657,0.968196,-0.244226,0.0149469,0.894072,0.61741,0.500971,0.089919,1.4775
288,0.657049,-1.63432,-1.7971,0.000621267,0.0249926,0.0414392,-0.391331,0.316172,0.285169,0.868505,1.10327,1.0728,0.184841,0.722274,1.47755
289,-20.272,0.210459,-11.533,0.0662666,0.000518283,0.00689747,-0.0325621,0.896945,0.0200794,-0.441531,1.27529,1.2603,1.20209,0.00385502,1.48012
290,-1.6973,2.41839,0.351995,0.000995598,0.00081133,0.00653735,-0.667493,-0.484172,0.215266,0.956602,0.0902305,0.947511,0.571723,0.0349788,1.48112
291,-42.3961,-75.47,-8.21161,0.00219868,0.000907086,0.0790466,0.93682,0.230188,-0.254933,-0.0662667,6.24408,2.55597e-42,0.200118,0.164827,1.48147
292,4.10504,-0.894942,2.82154,0.00178137,0.0157417,0.0150205,0.127443,-0.210209,0.0624583,0.92097,0,0,0,0.105397,1.48364
293,-0.0216268,-1.32846,0.315795,7.91318e-05,0.000166246,0.00301307,-0.504405,0.818149,0.0915475,0.172933,1.00076,0.393062,0.372408,0.00391627,1.48406
294,-6.92433,3.66526,2.48332,0.0479384,0.000104159,0.00249434,0.95782,0.0145068,-0.2866,0.0151758,1.4785,1.00381,0.740457,0.409476,1.48471
295,-1.03882,1.66197,0.541018,0.0144754,0.000633451,0.0016817,-0.0550752,-0.0192967,-0.0211719,0.939345,0.552789,2.59534,2.54476e-42,0.444258,1.49078
296,9.67678,-13.9598,-4.11783,7.48615e-05,2.97326e-05,0.0437188,0.166591,0.0463168,0.990858,-0.102055,0,0,0,0.098196,1.49104
297,0.0488404,0.350081,-2.44531,0.00615554,0.00591321,0.000356917,-0.75383,0.0271159,0.597584,0.487892,0.565346,0.394195,0.0591035,0.338242,1.49114
298,0.997201,0.495263,-2.28347,0.0278737,0.00360779,0.00655776,0.736694,-0.362011,-0.0404106,0.569734,0.659124,2.61062e-42,0.659188,0.00390446,1.49189
299,0.549806,-0.871098,-0.274167,0.04701,0.0087395,0.00178111,-0.340128,0.918196,0.0721341,0.169831,0,0,0.0452641,0.335862,1.49193
300,0.929341,0.922226,2.31459,0.000475086,0.00439499,0.00101493,0.262569,-0.0173528,0.938277,0.313086,1.23943,1.1149,1.0352,0.0631149,1.492
301,7.73474,65.1295,-44.0257,0.0293143,0.0824103,0.0223983,-0.0607744,0.0120171,0.0730119,0.35694,1.44224,8.34694,2.58119e-42,0.00527217,1.49206
302,0.706046,0.146534,-1.59143,0.00244054,0.00631492,0.00114507,-0.12668,0.149831,-0.133881,0.983191,0.813631,0.758574,0.982164,0.0039189,1.49258
303,0.677172,-0.326246,-0.650282,0.000174085,0.00976253,0.00112281,0.946735,-0.193935,-0.252287,-0.0493298,0,0,0.572661,0.0430985,1.49304
304,-2.58129,-1.31433,8.83305,0.00295853,0.0103193,0.00118138,0.254451,0.5517,0.922156,-0.198113,0.80378,0.84321,0.61397,0.0108884,1.4935
305,1.36255,-0.25029,-0.0169511,0.00455177,0.0112854,0.0191381,0.275239,0.463229,-0.115261,0.792407,0.246386,0.409744,0.487587,0.0120929,1.49371
306,-1.32699,-0.873184,-1.07596,0.0041233,0.000697143,0.0286821,-0.0935519,-0.111572,-0.15937,0.961468,0,0,0,0.00390664,1.49379
307,0.458242,-1.93714,-3.00383,0.00521518,0.0386787,5.15101e-05,-0.104907,0.0439133,0.983669,-0.0556694,0.128004,0,0,0.0302601,1.49385
308,-4.03322,-10.6923,-10.6802,0.136647,0.0523399,0.0661433,0.790218,-0.211713,-0.4263,-0.386008,0.00243494,0,6.49397,0.679615,1.49446
309,-0.188948,-0.594584,-2.6885,0.00284574,0.00163523,0.0062846,0.917701,0.237544,-0.198032,0.249362,0.6429,0.661624,0.757418,0.00363594,1.4974
310,0.302589,0.241219,-0.176179,0.0175898,0.00206733,0.0200259,-0.126684,0.990644,-0.0321981,-0.123175,0.793462,0.796967,0.672966,0.0146405,1.49817
311,0.772737,1.97695,-0.0172593,0.00486257,0.000133691,0.00215949,-0.00687023,0.955596,0.249626,0.0537013,0.747435,0,0,0.00390938,1.49856
312,63.2323,-41.1404,-51.8895,0.0195091,0.025315,0.0502844,0.0111754,0.0167639,0.127341,0.745975,2.58119e-42,8.28477,2.58119e-42,0.00388332,1.49884
313,4.8844,-0.778644,1.42522,0.0157491,0.0261474,0.090192,0.0722478,0.838422,-0.10805,-0.478353,2.61482e-42,1.26274,2.61482e-42,0.0829447,1.49911
314,0.950024,3.21882,-0.220208,0.00495525,0.0183356,0.00236619,0.374004,0.93541,0.111215,-0.285496,1.1765,1.15611,0,0.00391751,1.49971
315,0.999453,0.759416,0.674875,0.00761348,0.0025319,0.000117163,0.199022,0.987975,-0.106579,-0.0375316,0.260134,1.44936,1.46655,0.0109783,1.50059
316,0.774539,0.673823,0.013101,0.0138447,0.000304365,0.00422016,0.0555882,-0.152257,-0.278415,0.995868,1.49125,1.50771,1.48494,0.00865546,1.50098
317,1.65498,-2.18303,-0.571367,0.00342464,0.000377271,0.0216393,0.350974,-0.0334329,0.870461,-0.18667,0.0555161,0.580452,0.677331,0.0139369,1.50135
318,1.29617,-0.244162,0.708516,0.00140582,0.00313214,0.000936868,-0.529669,0.7738,-0.114922,0.085828,1.16122,0.838789,0.598382,0.0038935,1.50152
319,-0.853086,0.715307,-0.0586524,0.00632451,2.30472e-05,0.0150951,0.78403,0.15288,0.562363,0.213712,0,0,1.17786,0.00392054,1.50179
320,-0.74211,-0.594812,-2.20226,0.000905373,0.00268719,0.0362798,0.830677,0.342813,0.290761,-0.328501,0,0,1.10781,0.00391609,1.50217
321,-1.1618,-0.0900519,-0.743544,0.0890045,0.0675488,0.028029,0.149702,-0.156293,0.223437,0.827691,0.259672,0.330887,0.224051,0.792792,1.50222
322,-1.08782,-0.674871,-0.659243,0.00424656,0.00944905,0.000256451,-0.126364,-0.263804,-0.0520102,0.908957,1.13033,1.02074,0.756181,0.00385119,1.5032
323,0.00762254,-0.952945,-0.68783,0.000187358,0.0208047,0.00322847,0.175676,0.89532,0.0801205,-0.393242,0.887088,0.803543,0.797373,0.0202277,1.50377
324,-0.797207,0.931288,1.44387,0.00815787,0.000339029,0.006658,0.0175151,0.888177,-0.140802,0.186473,0.199649,0.24553,0.413619,0.00383149,1.50383
325,-1.55649,1.5957,-0.611876,0.00039347,0.000346077,0.00933821,0.0478871,0.992214,-0.0749544,0.0965685,0.495864,0,0.0639262,0.00390912,1.50438
326,-0.826366,-1.30521,0.28529,0.00162674,0.00702965,2.69072e-05,0.926969,0.0615277,-0.25077,-0.272133,0.506958,0.513008,0.718838,0.00390155,1.50498
327,0.612372,1.57405,2.11872,0.000283162,0.0318768,0.00031013,0.0182019,0.702844,-0.171036,0.982521,0,0,0.327148,0.00391546,1.50587
